sample_name,biosample,data_type,env_broad_scale,env_medium,collection_date,metamorphosis_date,basidiobolus_feeding_date,collection_event,treatment,egg_mass,tank,animal_type,host_genus,host_species,host_length,mass_g,host_sex,geo_loc_name,gps_n,gps_w,state,clinical_signs,lesion_type,lesion_location,lesion_number,lesion_coverage,collector,temp id,notes_lab
UHM100,1870,vivarium,timeseries,fecal,4/1/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,278,Preconditioned on FFs - Do not expect Basidiobolus
UHM100,1871,vivarium,timeseries,fecal,4/1/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,542,Preconditioned on FFs - Do not expect Basidiobolus
UHM100,1872,vivarium,timeseries,fecal,4/4/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,610,
UHM100,1873,vivarium,timeseries,fecal,4/5/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,636,
UHM100,1874,vivarium,timeseries,fecal,4/6/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,678,
UHM100,1875,vivarium,timeseries,fecal,4/7/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,766,
UHM100,1876,vivarium,timeseries,fecal,4/8/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,813,
UHM100,1877,vivarium,timeseries,fecal,4/11/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,874,
UHM100,1878,vivarium,timeseries,fecal,4/12/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,942,
UHM100,1879,vivarium,timeseries,fecal,4/13/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,983,
UHM100,1880,vivarium,timeseries,fecal,4/14/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1036,
UHM100,1882,vivarium,timeseries,fecal,4/18/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1161,
UHM100,1883,vivarium,timeseries,fecal,4/20/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1222,
UHM100,1884,vivarium,timeseries,fecal,4/21/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1248,
UHM100,1885,vivarium,timeseries,fecal,4/22/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1290,
UHM100,1886,vivarium,timeseries,fecal,4/25/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1337,
UHM100,1887,vivarium,timeseries,fecal,4/27/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1381,
UHM100,1888,vivarium,timeseries,fecal,4/28/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1406,
UHM100,1889,vivarium,timeseries,fecal,4/29/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1436,
UHM100,8770,vivarium,timeseries,fecal,5/2/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1484,
UHM100,8771,vivarium,timeseries,fecal,5/4/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1516,
UHM100,8772,vivarium,timeseries,fecal,5/5/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1529,
UHM100,8773,vivarium,timeseries,fecal,5/6/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1543,
UHM100,8774,vivarium,timeseries,fecal,5/9/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1568,
UHM100,8775,vivarium,timeseries,fecal,5/10/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1583,
UHM100,8776,vivarium,timeseries,fecal,5/11/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1591,
UHM100,8777,vivarium,timeseries,fecal,5/12/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1602,
UHM100,8778,vivarium,timeseries,fecal,5/16/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1646,
UHM100,8779,vivarium,timeseries,fecal,5/17/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1658,
UHM100,8780,vivarium,timeseries,fecal,5/18/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1672,
UHM100,8781,vivarium,timeseries,fecal,5/19/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1689,
UHM100,8782,vivarium,timeseries,fecal,5/20/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1710,
UHM100,8783,vivarium,timeseries,fecal,5/23/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1732,
UHM100,8784,vivarium,timeseries,fecal,5/24/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1746,
UHM100,8785,vivarium,timeseries,fecal,5/25/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1763,
UHM100,8786,vivarium,timeseries,fecal,5/26/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1780,
UHM100,8787,vivarium,timeseries,fecal,5/27/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1801,
UHM100,8788,vivarium,timeseries,fecal,5/30/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1825,
UHM100,8789,vivarium,timeseries,fecal,6/1/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1852,
UHM100,9170,vivarium,timeseries,fecal,6/2/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1865,
UHM100,9171,vivarium,timeseries,fecal,6/3/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1878,
UHM100,9172,vivarium,timeseries,fecal,6/6/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1897,
UHM100,9173,vivarium,timeseries,fecal,6/8/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1931,
UHM100,9174,vivarium,timeseries,fecal,6/9/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1946,
UHM100,9175,vivarium,timeseries,fecal,6/10/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1963,
UHM100,9176,vivarium,timeseries,fecal,6/13/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1986,
UHM100,9177,vivarium,timeseries,fecal,6/14/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1999,
UHM100,9178,vivarium,timeseries,fecal,6/15/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2013,
UHM100,9179,vivarium,timeseries,fecal,6/17/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2032,
UHM100,9180,vivarium,timeseries,fecal,6/20/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2052,
UHM100,9181,vivarium,timeseries,fecal,6/21/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2065,
UHM100,9182,vivarium,timeseries,fecal,6/23/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2087,
UHM100,9183,vivarium,timeseries,fecal,6/24/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2098,
UHM100,9184,vivarium,timeseries,fecal,6/27/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2118,
UHM100,9185,vivarium,timeseries,fecal,6/29/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2140,
UHM100,9186,vivarium,timeseries,fecal,6/30/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2151,
UHM100,9187,vivarium,timeseries,fecal,7/1/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2163,
UHM100,9188,vivarium,timeseries,fecal,7/4/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2180,
UHM100,9189,vivarium,timeseries,fecal,7/6/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2197,
UHM100,9447,vivarium,timeseries,fecal,7/8/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2219,Preconditioned on FFs - Do not expect Basidiobolus
UHM100,9448,vivarium,timeseries,fecal,7/11/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2224,Preconditioned on FFs - Do not expect Basidiobolus
UHM100,9449,vivarium,timeseries,fecal,7/12/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2242,Preconditioned on FFs - Do not expect Basidiobolus
UHM100,9450,vivarium,timeseries,fecal,7/14/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2267,Preconditioned on FFs - Do not expect Basidiobolus
UHM100,9451,vivarium,timeseries,fecal,7/15/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2284,Preconditioned on FFs - Do not expect Basidiobolus
UHM100,9453,vivarium,timeseries,dead frog,7/18/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2286,Preconditioned on FFs - Do not expect Basidiobolus
UHM100,9452,vivarium,timeseries,fecal,7/18/2022,3/31/2022,4/1/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,2285,Preconditioned on FFs - Do not expect Basidiobolus
UHM106,1990,vivarium,timeseries,fecal,4/4/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,310,Preconditioned on FFs - Do not expect Basidiobolus
UHM106,1991,vivarium,timeseries,fecal,4/5/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,647,Preconditioned on FFs - Do not expect Basidiobolus
UHM106,1992,vivarium,timeseries,fecal,4/8/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,815,
UHM106,1993,vivarium,timeseries,fecal,4/11/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,876,
UHM106,1994,vivarium,timeseries,fecal,4/13/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,985,
UHM106,1995,vivarium,timeseries,fecal,4/14/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1038,
UHM106,1996,vivarium,timeseries,fecal,4/18/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1162,
UHM106,1997,vivarium,timeseries,fecal,4/19/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1197,
UHM106,1998,vivarium,timeseries,fecal,4/21/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1251,
UHM106,1999,vivarium,timeseries,fecal,4/22/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1292,
UHM106,2000,vivarium,timeseries,fecal,4/25/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1339,
UHM106,2001,vivarium,timeseries,fecal,4/27/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1383,
UHM106,2002,vivarium,timeseries,fecal,4/28/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1407,
UHM106,2003,vivarium,timeseries,fecal,5/2/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1472,
UHM106,2004,vivarium,timeseries,dead frog,5/3/2022,3/25/2022,4/5/2022,Walker,STP1717.1 pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1496,
UHM108,2030,vivarium,timeseries,fecal,4/6/2022,3/28/2022,4/8/2022,Walker,control,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,340,
UHM109,2050,vivarium,timeseries,fecal,4/4/2022,3/28/2022,4/5/2022,Walker,control,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,341,Preconditioned on FFs - Do not expect Basidiobolus
UHM109,2051,vivarium,timeseries,fecal,4/5/2022,3/28/2022,4/5/2022,Walker,control,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,653,Preconditioned on FFs - Do not expect Basidiobolus
UHM109,2052,vivarium,timeseries,fecal,4/6/2022,3/28/2022,4/5/2022,Walker,control,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,680,
UHM109,2053,vivarium,timeseries,fecal,4/7/2022,3/28/2022,4/5/2022,Walker,control,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,769,
UHM109,2054,vivarium,timeseries,fecal,4/11/2022,3/28/2022,4/5/2022,Walker,control,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,901,
UHM109,2055,vivarium,timeseries,dead frog,4/12/2022,3/28/2022,4/5/2022,Walker,control,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1064,
UHM110,2070,vivarium,timeseries,fecal,4/4/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,342,Preconditioned on FFs - Do not expect Basidiobolus
UHM110,2071,vivarium,timeseries,fecal,4/6/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,682,
UHM110,2072,vivarium,timeseries,fecal,4/7/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,770,
UHM110,2073,vivarium,timeseries,fecal,4/8/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,832,
UHM110,2074,vivarium,timeseries,fecal,4/11/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,879,
UHM110,2075,vivarium,timeseries,dead frog,4/12/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,1,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1065,
UHM113,2130,vivarium,timeseries,fecal,4/5/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,345,
UHM113,2131,vivarium,timeseries,fecal,4/6/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,685,
UHM113,2132,vivarium,timeseries,fecal,4/7/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,773,
UHM113,2133,vivarium,timeseries,fecal,4/11/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,880,
UHM113,2134,vivarium,timeseries,fecal,4/12/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,946,
UHM113,2135,vivarium,timeseries,fecal,4/13/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,989,
UHM113,2136,vivarium,timeseries,fecal,4/14/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1042,
UHM113,2137,vivarium,timeseries,fecal,4/15/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1092,
UHM113,2138,vivarium,timeseries,fecal,4/18/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1164,
UHM113,2139,vivarium,timeseries,fecal,4/19/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1201,
UHM113,2140,vivarium,timeseries,fecal,4/21/2022,3/28/2022,4/5/2022,Walker,STP1715.2_pilot,1,4,frog,Lithobates,sylvaticus,NA,NA,NA,Bridgestone Firestone WMA,,,TN,NA,NA,NA,NA,NA,Romer,1252,
