"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"UHM125.35768__k141_154779_124",924.892911580404,-2.72882638095349,1.14195241179866,-2.38961479721856,0.0168660519999045,0.182509638391383
"UHM125.35769__k141_80780_7",628.527036490086,-3.34161837732299,1.37152679283765,-2.43642223744625,0.0148333584240956,0.166780872877165
"UHM125.35770__k141_45639_7",297.972783119311,-3.90637164091251,0.608282660793527,-6.42196776711753,1.34523911763862e-10,3.70701513265422e-07
"UHM145.35773__k141_258173_118",250.620834097924,-2.03386621450987,1.2722647384677,-1.59861870962441,0.109905349926468,0.602314438312231
"UHM17.35740__k141_170685_339",224.575329744108,-2.02973221191071,1.31395024029315,-1.5447557675075,0.122405350041418,0.602314438312231
"UHM18.35741__k141_97628_82",244.627935008353,-3.42038377264011,0.583496397332188,-5.86187641993762,4.57665594776851e-09,3.97542264576057e-06
"UHM18.35742__k141_64691_3",929.201710249118,-3.34161337332774,1.1532139306463,-2.8976526250034,0.00375966756115292,0.096710147586138
"UHM20.10828__k141_24155_204",374.760949299671,-4.19447456320599,0.620614217028259,-6.75858600740854,1.39344923417188e-11,7.95400729282941e-08
"UHM45.35758__k141_209087_184",359.04122312766,-3.94542558312834,0.62086486058216,-6.35472521255088,2.08799529707095e-10,4.76743017628936e-07
"UHM102.35765__k141_133453_6",313.036101881217,-2.44946991314989,0.59581378871632,-4.11113330966587,3.93721782944699e-05,0.0121014932931703
"UHM18.10827__k141_57165_15",377.174007790311,-3.81503313115183,0.612328929637745,-6.23036565234441,4.65347748817155e-10,7.74745833311961e-07
"UHM27.10829__k141_30572_74",530.707452730653,-3.16198005410384,1.00259618651372,-3.15379222127188,0.00161163786089799,0.0949510518431773
"UHM40.35754__k141_90461_69",360.999004925558,-2.80247041732392,1.14173358875587,-2.45457473172679,0.0141051343007096,0.160844421019821
"UHM45.35758__k141_228921_1",494.916513877448,-2.12320980118083,1.36152362695916,-1.55943661875544,0.118893074912157,0.602314438312231
"UHM145.35773__k141_60023_29",838.566274342157,-2.07397025413264,1.23275219666752,-1.68239023198593,0.0924931942705219,0.602314438312231
"UHM17.35739__k141_58159_390",415.947132583042,-2.53508479158087,0.776511309521578,-3.26471071379859,0.00109575926143674,0.0875569031087132
"UHM18.10827__k141_15059_31",471.712640768645,-2.72407057351066,1.15710850831854,-2.3542049461456,0.01856237359355,0.196138241882184
"UHM36.35750__k141_12966_41",612.01461786703,-2.82517623335596,1.13516008938875,-2.48879101702494,0.0128178285781621,0.150803180563591
"UHM36.35751__k141_41960_5",428.493120103717,-2.74591487956579,1.32245997343007,-2.07636899016588,0.0378598370015489,0.347482601830916
"UHM38.35752__k141_63442_52",264.550538120759,-3.62063041802525,0.603263615325825,-6.00173842088874,1.95216020706762e-09,1.87181171879501e-06
"UHM740.35774__k141_1094675_4",181.554743376264,-2.03901210377095,0.556636603069004,-3.66309382553878,0.000249187211924614,0.0442190931898644
"UHM102.35767__k141_60930_31",194.289353676435,-2.16095856636136,0.856792326183426,-2.52214976759576,0.0116640035933663,0.141961191465165
"UHM18.10827__k141_61309_83",397.503711980078,-2.7224079549382,1.32512483987489,-2.05445394502999,0.0399317765075597,0.362667119880114
"UHM36.35751__k141_3065_3",385.867796141775,-2.6296484805204,1.28575304066491,-2.04522050296729,0.040833124018574,0.369467648643605
"UHM739.35775__k141_604498_15",426.211976912076,-2.00692320672096,1.2299063309,-1.63176914883621,0.102728126771988,0.602314438312231
"UHM740.35774__k141_328401_31",202.255253476946,-2.14581555555359,1.27247847567033,-1.68632758555951,0.0917327206211602,0.602314438312231
"UHM102.35766__k141_20855_2",225.376679489484,-2.10460386879192,1.19970044038553,-1.75427448214955,0.0793834860592947,0.586329095191036
"UHM125.35769__k141_13413_82",311.790015315634,-3.60542850795285,0.595694716515707,-6.05247689461047,1.42635462327893e-09,1.54034734276639e-06
"UHM17.35739__k141_74892_2",141.731681400917,-2.15226110704949,0.678591174552663,-3.17166091714689,0.00151569868892647,0.0949510518431773
"UHM17.35740__k141_142151_438",772.218500936955,-3.00690331969431,1.2966156214682,-2.31903986802928,0.0203928747104336,0.210879424121324
"UHM20.35743__k141_84999_192",334.603774261578,-2.37394283645197,0.560675079672939,-4.23407945620977,2.29489800515822e-05,0.00797367300800929
"UHM45.35759__k141_11290_130",131.872979480047,-2.58358722469858,0.637677642427433,-4.05155685694687,5.08779587781457e-05,0.0147313811514375
"UHM56.35761__k141_18979_125",339.43703299628,-3.70360233107978,0.589663612606304,-6.28087311460497,3.36676841245464e-10,5.97893179806444e-07
"UHM72.35764__k141_95464_2",139.374340693495,-2.09446037912715,0.560270452088131,-3.73830240613454,0.000185267019080384,0.0379626373404868
"UHM739.35775__k141_307514_3",116.544703072581,-2.19654131907858,1.10427321938114,-1.98912848788416,0.0466870226480778,NA
"UHM125.35770__k141_273798_9",216.231538824524,-2.3338806919766,0.638826175083182,-3.65338926770291,0.000258801425316229,0.0450614659933327
"UHM740.35774__k141_796965_10",200.833660548425,-2.27213741179673,1.17477485008541,-1.93410457470343,0.0531002715839104,0.450520766892092
"UHM145.35772__k141_6778_1",404.399196457341,-2.05967079749002,0.815351470300416,-2.52611404101734,0.0115332036378961,0.140948835528189
"UHM17.10826__k141_176493_2",948.198452425799,-3.26855692685347,1.11932138498503,-2.92012372022819,0.00349892448679101,0.096710147586138
"UHM18.35741__k141_99294_10",573.744282663788,-2.31211057741205,1.05381181935915,-2.19404502297014,0.0282321729826205,0.273532591602345
"UHM18.35742__k141_217728_1",369.948249458326,-2.05401587444209,0.815269372042123,-2.51943215933294,0.0117544289038664,0.142735668047953
"UHM739.35775__k141_583264_2",280.744705218658,-2.16411807565491,1.33158812968949,-1.62521580615138,0.104116583665428,0.602314438312231
"UHM45.35758__k141_232596_181",304.841460719725,-3.20358851233427,0.652988781652016,-4.90603912708793,9.29339935037584e-07,0.000505219534480228
"UHM20.35744__k141_3101_1",433.591989560155,-2.23816742702105,0.917102493549165,-2.44047687446514,0.0146678850392869,0.165443805932191
"UHM72.35764__k141_22842_4",534.347206724185,-3.07875580922678,0.597085838818544,-5.15630351461479,2.51872514512533e-07,0.000162323710683504
"UHM740.35774__k141_1441047_72",224.121580090914,-2.01309265945784,1.33789811933983,-1.50466812858005,0.132409421021764,0.603167444082157
