"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"UHM102.10840__k141_23678_3",119.731316906532,2.13982464580221,0.585045908046485,3.65753288138918,0.000254654599347658,0.00643985477615805
"UHM102.10840__k141_87662_1",222.250563841835,2.16276574480826,0.559811431172922,3.86338260416872,0.0001118276477608,0.00438111453935616
"UHM102.10840__k141_33948_5",365.483645897513,2.2208082011615,0.605873815883446,3.66546324158812,0.000246891273224354,0.00634498121425259
"UHM102.10840__k141_91236_2",608.445184952474,2.02408413899667,1.39335983428192,1.45266433637353,0.146316973562373,0.775545874553025
"UHM102.10840__k141_91236_98",1334.26633478396,2.01810506694001,1.28644745805026,1.56874270636645,0.116707903230935,0.756277539080213
"UHM102.10840__k141_34031_2",247.212827894198,2.05969123773575,0.564635063199913,3.64782737023631,0.000264467228059937,0.00660309477435738
"UHM102.10840__k141_47476_2",209.283285567262,2.53208894678541,0.610276363478624,4.14908572298672,3.33805801359836e-05,0.00413578410481948
"UHM102.10840__k141_30883_3",251.496630898252,2.28952295876528,0.597449711805002,3.83216011913074,0.000127023019202579,0.00453228386432331
"UHM102.10840__k141_746_85",1792.81731802326,2.09099355099026,1.4009222010096,1.4925836348966,0.135546209749619,0.769765636790478
"UHM102.10840__k141_101708_2",228.877771680004,2.38894424827573,0.597146618187013,4.00059914184687,6.31823091097875e-05,0.00413578410481948
"UHM102.10840__k141_101860_22",3529.64397696753,2.00135875192715,1.28703838626371,1.55501092530513,0.119943467355916,0.758084366195745
"UHM102.10840__k141_27523_5",358.5955681178,2.28341207468565,0.575975600584349,3.96442500753337,7.357307080793e-05,0.00413578410481948
"UHM102.10840__k141_91423_2",231.381888834824,2.22879465361275,0.575735205911095,3.87121480626794,0.000108294307515571,0.00433820456710695
"UHM102.10840__k141_38077_2",262.158384538519,2.36764052706277,0.581932600769028,4.06858203842492,4.73001072947893e-05,0.00413578410481948
"UHM102.10840__k141_64947_5",157.52182008112,2.0592154691988,0.548160119298451,3.75659482823054,0.000172241022708913,0.00515951214931958
"UHM102.10840__k141_99501_7",1319.73240361149,2.0792515975142,1.41525904441904,1.46916679721183,0.141787553622583,0.773613721398205
"UHM102.10840__k141_51827_1",228.796896143643,2.57659068048695,0.590472155109826,4.36361081244842,1.27933090519577e-05,0.00413578410481948
"UHM102.10840__k141_34471_281",967.865438715056,2.00746319091521,1.43400446299354,1.39990023930927,0.16154319438454,0.79124848153538
"UHM102.10840__k141_34491_3",268.977433626768,2.37791094003656,0.593476421213984,4.00674880254287,6.15602735480618e-05,0.00413578410481948
"UHM102.10840__k141_55252_53",998.494183437514,2.05713455119449,1.24254962219238,1.65557537055529,0.0978078413413835,0.716504880680541
"UHM102.10840__k141_85651_6",231.800822350363,2.07669127253726,0.583928102055986,3.55641604715601,0.000375948544056514,0.00860717500455814
"UHM102.10840__k141_28469_3",226.841281926005,2.20911113212241,0.573966398132139,3.84885097683686,0.000118673172217967,0.00444450257633203
"UHM102.10840__k141_44614_2",151.945849075663,2.47807198376931,0.585044678363501,4.23569699104181,2.27843854978497e-05,0.00413578410481948
"UHM102.10840__k141_34872_2",173.514841299143,2.03587223459263,0.563329510329348,3.6139989069672,0.000301510331943707,0.00723766821481828
"UHM102.10840__k141_72433_4",396.316579231621,2.1047974934565,0.574022036263658,3.66675381864562,0.000245649080229103,0.00632664209427472
"UHM102.10840__k141_79725_2",520.2342470987,2.07031127656936,0.563633059638491,3.67315444182291,0.000239574584926024,0.00622154227095212
"UHM102.10840__k141_5164_1",209.925505816332,2.27936357600339,0.548899411235088,4.15260707034564,3.28708872423919e-05,0.00413578410481948
"UHM102.10840__k141_2371_5",157.34768802291,2.3872172325776,0.632836509054714,3.77224954379364,0.00016178233073594,0.00503075687675762
"UHM102.10840__k141_72499_6",311.413852374817,2.10739175623153,0.589726146230982,3.5735091104577,0.000352228982363301,0.0081633636781915
"UHM102.10840__k141_9346_1",227.893811667801,2.23474945815383,0.590552494450944,3.78416733339099,0.00015422403909422,0.00491932664906095
"UHM102.10840__k141_2623_2",261.12166664041,2.17398698359463,0.549303451837222,3.95771586055654,7.56698947718859e-05,0.00413578410481948
"UHM102.10840__k141_2681_2",377.870663014431,2.34890000825792,0.586309781915867,4.0062439357271,6.16919374096472e-05,0.00413578410481948
"UHM102.10840__k141_38843_2",224.54800465439,2.1593590163685,0.580346445180162,3.72081027514204,0.000198584591199792,0.0055586361516677
