"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"UHM36.35750__k141_77583_298",1380.86639598749,-2.01189703824163,1.405426492706,-1.43152064421949,0.152281054689784,0.807569679332565
"UHM36.35750__k141_94464_69",449.919105783682,-2.13860544602168,1.53738388348565,-1.39106794925734,0.164204822816633,0.807569679332565
"UHM36.35750__k141_94464_133",1220.46455655598,-2.01440497446842,1.48690917458433,-1.35475993349194,0.175494055808672,0.807569679332565
"UHM36.35750__k141_94464_229",748.928919010533,-2.06853037677065,1.31418131337195,-1.57400684039799,0.115485868037547,0.807569679332565
"UHM36.35750__k141_94464_261",1186.42756765006,-2.00621277330056,1.27261131906839,-1.57645366125551,0.11492128995419,0.807569679332565
"UHM36.35750__k141_41163_53",967.70908363946,-2.10834870621776,1.41346530850475,-1.49161687487618,0.135799611811645,0.807569679332565
"UHM36.35750__k141_77813_139",719.226077919794,-2.03158808967875,1.47053629943058,-1.38152869158376,0.167116462234294,0.807569679332565
"UHM36.35750__k141_21483_7",3128.33988089002,-2.04449844966698,1.41317343970939,-1.44674276505467,0.14796898219984,0.807569679332565
"UHM36.35750__k141_21483_39",2185.10331524929,-2.038836943714,1.40119774375277,-1.45506724714919,0.145650645490458,0.807569679332565
"UHM36.35750__k141_87682_26",1250.33427092334,-2.09237929797073,1.31286408211655,-1.59375165066401,0.110991670597912,0.807569679332565
"UHM36.35750__k141_48804_25",1031.22632268803,-2.29966476549268,1.61313202918153,-1.42558992313821,0.153986746663152,0.807569679332565
"UHM36.35750__k141_32238_60",1044.72477149856,-2.04187506316898,1.54659360808242,-1.3202402056353,0.186754832264354,0.807569679332565
"UHM36.35750__k141_39020_68",2877.62513553956,-2.05417185693434,1.23217689687875,-1.66710791456795,0.0954929486634131,0.807569679332565
"UHM36.35750__k141_39020_100",1180.57504996322,-2.01930097827966,1.40846411962191,-1.43369003877907,0.151660736085284,0.807569679332565
"UHM36.35750__k141_72290_40",1804.34410270732,-2.43853525420565,1.45150056921439,-1.68000985044427,0.0929553991961523,0.807569679332565
"UHM36.35750__k141_78766_45",777.917047771516,-2.00476542430017,1.62915207250041,-1.2305575754038,0.218488380715957,0.807569679332565
"UHM36.35750__k141_89252_14",1642.72912788951,-2.04110443421161,1.25114113114267,-1.63139423955111,0.102807159601926,0.807569679332565
"UHM36.35751__k141_7613_42",718.03862680966,-2.01084331137397,1.47298518246826,-1.36514836354594,0.172206423916045,0.807569679332565
"UHM36.35751__k141_7613_106",3511.74486026325,-2.01620824550374,1.12859973464122,-1.78646882824645,0.0740233800090487,0.807569679332565
"UHM36.35751__k141_58164_22",1756.81640297806,-2.05838006426049,1.31968162859375,-1.55975503459414,0.118817781150901,0.807569679332565
"UHM36.35751__k141_58164_118",791.384358688837,-2.07722091633517,1.44309995744392,-1.43941582536973,0.150032743239974,0.807569679332565
"UHM36.35751__k141_66053_21",1738.5939463622,-2.01076681012318,1.25530785893732,-1.6018116956787,0.109197255972629,0.807569679332565
"UHM36.35751__k141_45976_63",1160.5851286216,-2.02698783571777,1.23395485249056,-1.64267584962821,0.100450018091568,0.807569679332565
